,user_id,credit_score,age,tenure,balance,products,credit_card,is_active_member,salary,churn,predictions,propensity_to_churn(%),ranking,phone_number,city,gender
984,15704770,773,25,1,124532.78,2,0,1,11723.57,0,,,,8-935-439-6417,Челябинск,Мужской
985,15756475,551,31,9,82293.82,2,1,1,91565.25,0,,,,8-956-476-5284,Магнитогорск,Мужской
986,15655339,566,36,1,142120.9,1,1,0,79616.37,0,,,,8-944-351-7476,Челябинск,Мужской
987,15613749,569,34,0,151839.27,1,1,0,102299.81,1,,,,8-962-837-8373,Южноуральск,Мужской
988,15664521,659,31,7,149620.88,2,1,1,104533.51,0,,,,8-953-846-6503,Южноуральск,Мужской
989,15681206,722,49,3,168197.66,1,1,0,140765.56,1,,,,8-918-566-3340,Челябинск,Женский
990,15745527,655,37,5,93147.0,2,1,0,66214.13,0,,,,8-951-770-3066,Челябинск,Мужской
991,15806926,615,35,2,97440.02,2,1,1,139816.1,0,,,,8-931-659-3761,Челябинск,Женский
992,15724563,752,42,3,65046.08,2,0,1,140139.28,0,,,,8-954-799-9495,Магнитогорск,Женский
993,15782899,661,28,7,95357.49,1,0,0,102297.15,0,,,,8-957-875-7227,Южноуральск,Женский
994,15623521,838,43,9,123105.88,2,1,0,145765.83,0,0.0,0.16,10.0,8-970-148-1090,Южноуральск,Мужской
995,15810218,610,29,9,0.0,3,0,1,83912.24,0,,,,8-904-880-7515,Южноуральск,Мужской
996,15645621,811,44,3,0.0,2,0,1,78439.73,0,,,,8-953-385-7383,Южноуральск,Мужской
997,15608114,587,62,7,121286.27,1,0,1,6776.92,0,,,,8-903-402-3910,Южноуральск,Мужской
998,15659557,811,28,4,167738.81,2,1,1,9903.42,0,,,,8-925-515-4320,Магнитогорск,Женский
999,15787772,759,38,1,104091.29,1,0,0,91561.91,0,,,,8-938-324-2653,Челябинск,Женский
1000,15691111,648,42,8,121980.56,2,1,0,4027.02,0,,,,8-995-950-3219,Магнитогорск,Женский
1001,15592089,788,43,10,0.0,2,1,1,116111.51,0,0.0,27.99,5.0,8-977-225-7596,Челябинск,Женский
1002,15633897,725,39,1,50880.98,2,1,1,184023.55,0,0.0,20.42,5.0,8-950-158-9231,Магнитогорск,Мужской
1003,15701301,646,42,3,175159.9,2,0,0,67124.48,1,,,,8-979-948-4715,Челябинск,Женский
1004,15723685,601,26,7,105514.69,2,1,0,50070.59,0,,,,8-902-802-4535,Магнитогорск,Женский
1005,15701602,521,52,5,116497.31,3,0,0,53793.1,1,1.0,63.22,2.0,8-940-485-4849,Магнитогорск,Мужской
1006,15739189,561,33,6,0.0,2,1,0,45261.47,0,,,,8-945-974-3957,Южноуральск,Женский
1007,15573086,564,42,7,99824.45,1,1,1,36721.4,0,,,,8-970-884-3572,Челябинск,Мужской
1008,15569050,444,45,6,0.0,1,1,0,130009.85,1,,,,8-935-804-1224,Челябинск,Мужской
1009,15750765,650,71,0,0.0,1,1,1,175380.77,0,1.0,57.68,2.0,8-961-582-4378,Южноуральск,Мужской
1010,15799811,724,40,10,0.0,1,1,0,127847.25,1,0.0,0.58,10.0,8-933-784-8044,Челябинск,Мужской
1011,15698442,719,35,3,122964.88,1,1,1,138231.7,0,,,,8-987-739-3124,Южноуральск,Мужской
1012,15655274,548,29,4,0.0,2,0,1,48673.18,0,0.0,1.99,9.0,8-933-364-8829,Челябинск,Женский
1013,15603594,635,24,4,0.0,2,1,1,70668.77,0,,,,8-917-349-8569,Южноуральск,Мужской
1014,15585961,496,43,3,0.0,2,0,1,199505.53,0,,,,8-997-840-3775,Южноуральск,Женский
1015,15686936,676,37,5,89634.69,1,1,1,169583.19,1,,,,8-906-737-9326,Челябинск,Женский
1016,15770424,541,40,7,95710.11,2,1,0,49063.42,0,1.0,52.52,3.0,8-904-577-6065,Магнитогорск,Мужской
1017,15587451,778,41,7,139706.31,1,1,0,63337.19,0,1.0,89.98,1.0,8-978-282-8291,Магнитогорск,Мужской
1018,15602010,850,45,5,103909.86,1,1,0,60083.11,1,,,,8-999-110-6493,Магнитогорск,Женский
1019,15600583,633,31,1,0.0,1,1,0,48606.71,0,,,,8-910-133-9709,Челябинск,Мужской
1020,15654673,625,49,6,173434.9,1,1,0,165580.94,1,,,,8-993-598-8160,Челябинск,Мужской
1021,15717164,485,32,6,102238.01,2,1,1,194010.12,0,,,,8-937-224-2155,Южноуральск,Мужской
1022,15765014,547,48,1,179380.73,2,0,1,69263.1,0,,,,8-995-176-3111,Челябинск,Женский
1023,15682639,642,32,3,0.0,2,1,1,88698.83,0,,,,8-971-920-4945,Челябинск,Мужской
1024,15729279,718,25,4,108691.95,1,1,0,63030.97,0,,,,8-973-431-5362,Челябинск,Женский
1025,15759805,582,32,4,0.0,2,1,0,59668.81,0,,,,8-909-494-6544,Челябинск,Женский
1026,15767864,628,33,6,0.0,2,0,0,184230.23,0,,,,8-903-785-7012,Челябинск,Мужской
1027,15769948,737,35,0,133377.8,1,0,1,64050.19,0,0.0,15.03,6.0,8-931-458-3335,Магнитогорск,Мужской
1028,15686345,828,34,9,0.0,2,1,1,81853.98,0,,,,8-952-649-2719,Южноуральск,Мужской
1029,15688071,609,53,10,0.0,1,1,1,154642.9,0,,,,8-951-801-7824,Южноуральск,Мужской
1030,15681174,730,39,1,116537.6,1,0,0,145679.6,0,,,,8-993-362-6548,Челябинск,Мужской
1031,15667521,631,22,3,0.0,2,0,0,30781.77,0,,,,8-966-170-9921,Челябинск,Женский
1032,15750243,830,40,4,0.0,2,0,1,81622.52,0,1.0,97.9,1.0,8-952-442-9895,Южноуральск,Мужской
1033,15695475,645,29,1,130131.08,2,0,1,196474.34,0,,,,8-998-984-4084,Челябинск,Мужской
1034,15689176,663,46,3,0.0,2,0,1,176276.1,0,,,,8-925-147-9557,Челябинск,Мужской
1035,15652955,678,30,0,0.0,1,1,0,35113.08,0,0.0,20.55,5.0,8-984-452-3009,Южноуральск,Мужской
1036,15668958,521,30,2,107316.09,1,1,0,64299.82,0,,,,8-921-817-9574,Челябинск,Мужской
1037,15631054,625,24,1,0.0,2,1,1,180969.55,0,,,,8-913-324-1373,Челябинск,Женский
1038,15581479,523,30,1,83181.29,1,1,1,138176.78,0,1.0,76.49,1.0,8-957-237-9078,Челябинск,Мужской
1039,15577478,714,72,3,0.0,1,1,1,86733.61,0,,,,8-990-662-8469,Челябинск,Женский
1040,15780870,580,67,3,153946.14,1,1,1,7418.92,0,,,,8-981-496-6503,Южноуральск,Мужской
1041,15692317,722,30,5,0.0,2,1,0,166376.55,0,0.0,1.64,10.0,8-980-284-8806,Челябинск,Мужской
1042,15593969,630,39,7,135483.17,1,1,0,140881.2,1,,,,8-970-515-1243,Южноуральск,Женский
1043,15570417,579,35,1,0.0,2,1,0,4460.2,0,,,,8-937-230-3974,Челябинск,Мужской
1044,15779059,670,38,4,119624.54,2,1,1,110472.12,0,,,,8-940-812-4852,Челябинск,Женский
1045,15785980,588,34,6,121132.26,2,1,0,86460.28,0,1.0,52.99,3.0,8-974-152-7468,Южноуральск,Мужской
1046,15644200,807,42,1,0.0,1,1,0,16500.66,1,0.0,7.09,8.0,8-928-866-4995,Южноуральск,Женский
1047,15793949,726,48,4,0.0,1,1,0,114020.06,1,,,,8-914-596-6053,Челябинск,Женский
1048,15645103,812,25,5,54817.55,1,1,0,131660.31,0,,,,8-976-221-7108,Магнитогорск,Мужской
1049,15705860,631,40,3,107949.45,1,1,0,52449.62,1,0.0,4.06,9.0,8-985-762-5185,Магнитогорск,Мужской
1050,15623828,682,30,4,0.0,1,0,1,161465.31,0,,,,8-968-184-5660,Челябинск,Мужской
1051,15715003,625,49,2,80816.45,1,1,1,20018.79,0,,,,8-989-789-5731,Южноуральск,Женский
1052,15623471,607,38,3,98205.77,1,1,0,176318.27,0,0.0,26.73,5.0,8-929-931-9792,Магнитогорск,Мужской
1053,15798348,600,50,6,94684.27,1,1,1,50488.91,0,,,,8-920-483-1052,Южноуральск,Женский
1054,15743016,602,22,7,141604.77,1,1,0,30379.6,0,,,,8-906-643-8086,Южноуральск,Женский
1055,15769499,545,74,3,0.0,2,1,1,161326.73,0,,,,8-900-992-8710,Южноуральск,Женский
1056,15798521,675,33,3,0.0,2,1,0,45348.08,0,,,,8-963-800-4776,Южноуральск,Мужской
1057,15706534,581,47,1,122949.14,1,0,0,180251.69,1,,,,8-955-980-6449,Челябинск,Женский
1058,15706186,640,33,8,81677.22,2,0,0,34925.56,0,,,,8-972-935-9144,Магнитогорск,Мужской
1059,15812197,850,38,7,80293.98,1,0,0,126555.74,0,,,,8-944-269-2183,Челябинск,Мужской
1060,15650933,490,48,8,155413.06,1,1,0,187921.3,0,,,,8-913-681-7792,Южноуральск,Женский
1061,15692991,710,38,4,0.0,2,1,1,136390.88,0,1.0,88.46,1.0,8-981-242-7869,Южноуральск,Женский
1062,15631189,613,38,9,67111.65,1,1,0,78566.64,1,,,,8-928-372-3584,Магнитогорск,Мужской
1063,15762198,812,34,5,103818.43,1,1,1,166038.27,0,,,,8-932-310-8255,Челябинск,Мужской
1064,15699598,723,20,4,0.0,2,1,1,140385.33,0,,,,8-919-491-1109,Челябинск,Женский
1065,15692744,512,36,4,152169.12,2,0,0,38629.3,1,,,,8-942-681-6843,Челябинск,Мужской
1066,15688963,731,52,10,0.0,1,1,1,24998.75,1,,,,8-972-902-4009,Челябинск,Женский
1067,15599131,650,26,4,214346.95,2,1,0,128815.33,0,0.0,28.86,4.0,8-947-823-1482,Магнитогорск,Мужской
1068,15680303,594,57,6,0.0,1,1,0,19376.56,1,,,,8-960-716-1638,Челябинск,Мужской
1069,15628674,844,40,7,113348.14,1,1,0,31904.31,1,,,,8-994-178-7208,Челябинск,Мужской
1070,15648075,686,47,5,170935.94,1,1,0,173179.8,1,,,,8-939-141-6638,Магнитогорск,Женский
1071,15586970,695,52,8,103023.26,1,1,1,22485.64,0,,,,8-909-344-3705,Магнитогорск,Мужской
1072,15625698,624,23,6,0.0,2,0,1,196668.52,0,,,,8-926-503-7676,Южноуральск,Женский
1073,15790497,503,37,6,0.0,2,0,0,136506.86,0,1.0,52.84,3.0,8-907-979-6095,Южноуральск,Мужской
1074,15682618,535,31,7,111855.04,2,1,1,36278.89,0,,,,8-953-518-6325,Челябинск,Женский
1075,15762937,743,32,6,140348.56,2,1,1,163254.39,0,,,,8-944-829-4737,Магнитогорск,Женский
1076,15750929,702,39,8,0.0,2,1,0,99654.13,0,,,,8-947-247-9935,Южноуральск,Мужской
1077,15729832,658,29,3,145512.84,1,1,0,20207.02,0,,,,8-941-540-5897,Челябинск,Мужской
1078,15633650,677,41,8,146720.98,2,1,1,4195.84,0,,,,8-918-391-2207,Магнитогорск,Женский
1079,15748856,664,32,10,107209.73,1,1,1,112340.2,0,,,,8-984-679-3967,Челябинск,Мужской
1080,15589195,766,38,7,130933.74,1,0,1,2035.94,0,0.0,15.42,6.0,8-998-856-5645,Магнитогорск,Женский
1081,15699911,461,35,8,0.0,1,1,0,132295.95,0,,,,8-905-575-9948,Южноуральск,Женский
1082,15663438,688,36,0,89772.3,1,1,0,177383.69,1,,,,8-967-736-2517,Южноуральск,Мужской
1083,15692583,678,32,5,0.0,2,1,0,90284.47,0,0.0,17.02,6.0,8-994-664-4939,Челябинск,Женский
1084,15591257,796,24,8,0.0,2,1,0,61349.37,0,,,,8-972-570-7734,Челябинск,Мужской
1085,15646513,803,42,5,0.0,1,1,0,196466.83,1,,,,8-924-320-7249,Челябинск,Мужской
1086,15708063,712,36,2,100749.5,3,0,0,70758.37,1,,,,8-918-994-8340,Челябинск,Мужской
1087,15696098,498,31,10,0.0,2,1,0,13892.57,0,,,,8-974-673-4799,Челябинск,Женский
1088,15645517,850,22,2,0.0,2,1,1,9684.52,0,,,,8-931-396-9426,Южноуральск,Мужской
1089,15649744,628,51,3,123981.31,2,1,1,40546.15,0,,,,8-983-673-2580,Челябинск,Женский
1090,15604304,539,34,4,91622.42,1,1,1,136603.42,0,,,,8-956-417-2654,Магнитогорск,Женский
1091,15784092,732,36,7,126195.81,1,1,1,133172.48,0,,,,8-920-307-1937,Челябинск,Мужской
1092,15585198,715,41,4,94267.9,1,0,1,152821.12,1,,,,8-973-172-5562,Челябинск,Мужской
1093,15624347,651,40,4,0.0,2,1,1,147715.83,0,,,,8-963-646-9866,Челябинск,Мужской
1094,15621687,813,34,0,0.0,2,1,0,43169.15,0,,,,8-990-534-3335,Челябинск,Мужской
1095,15689081,692,29,4,0.0,1,1,0,76755.99,1,1.0,87.44,1.0,8-902-791-3067,Челябинск,Мужской
1096,15813168,756,39,3,100717.85,3,1,1,73406.04,1,,,,8-903-253-3700,Магнитогорск,Женский
1097,15604295,543,36,6,0.0,2,1,0,176728.28,0,0.0,48.15,3.0,8-990-982-9775,Челябинск,Мужской
1098,15724127,790,26,4,141581.7,2,0,0,98309.27,0,,,,8-952-339-4022,Челябинск,Женский
1099,15673055,494,38,7,0.0,2,1,1,6203.66,0,,,,8-952-264-4387,Южноуральск,Мужской
1100,15768201,850,39,2,148586.64,1,1,1,176791.27,0,,,,8-916-819-5113,Челябинск,Женский
1101,15782219,703,29,9,0.0,2,1,0,50679.48,0,,,,8-907-722-5756,Южноуральск,Мужской
1102,15746410,432,38,7,0.0,2,1,0,150580.88,0,,,,8-973-661-4142,Южноуральск,Мужской
1103,15780144,512,32,2,123403.85,2,1,0,80120.19,0,,,,8-933-495-8205,Магнитогорск,Женский
1104,15590476,589,28,7,0.0,2,1,0,151645.95,0,,,,8-923-742-5013,Челябинск,Мужской
1105,15624293,514,46,3,106511.85,1,1,0,55072.32,0,,,,8-927-494-1433,Челябинск,Женский
1106,15618182,678,38,2,0.0,2,0,0,115068.99,0,,,,8-993-706-1213,Челябинск,Женский
1107,15660316,420,34,1,135549.9,1,0,0,149471.12,1,,,,8-962-360-9697,Магнитогорск,Женский
1108,15678886,679,38,7,110555.37,2,1,0,46522.68,0,,,,8-962-639-2545,Магнитогорск,Мужской
1109,15616330,595,31,4,0.0,2,1,0,189995.86,0,,,,8-957-936-1711,Челябинск,Мужской
1110,15592229,713,52,0,185891.55,1,1,1,46369.57,1,,,,8-933-778-4862,Челябинск,Женский
1111,15798424,833,59,1,130854.59,1,1,1,30722.52,1,,,,8-945-855-4696,Магнитогорск,Мужской
1112,15714750,690,42,3,92578.14,2,0,0,70810.6,0,,,,8-947-726-5585,Челябинск,Женский
1113,15648800,731,21,8,132312.06,1,1,0,106663.46,1,,,,8-939-251-2655,Магнитогорск,Женский
1114,15626147,608,62,8,144976.5,1,0,0,175836.03,1,,,,8-905-905-7987,Челябинск,Женский
1115,15626608,479,48,5,87070.23,1,0,1,85646.41,0,,,,8-916-495-8962,Южноуральск,Мужской
1116,15723250,519,42,8,0.0,2,1,1,101485.72,0,,,,8-931-175-2639,Челябинск,Мужской
1117,15592583,731,47,1,115414.19,3,0,0,191734.67,1,,,,8-928-479-3808,Челябинск,Женский
1118,15759381,617,61,7,91070.43,1,1,1,101839.77,0,,,,8-923-281-5553,Южноуральск,Мужской
1119,15585241,756,29,2,117412.19,2,1,0,4888.91,0,0.0,7.75,8.0,8-969-114-6685,Южноуральск,Мужской
1120,15589358,848,31,4,90018.45,2,1,0,193132.98,0,,,,8-927-721-5636,Магнитогорск,Мужской
1121,15672704,809,24,4,0.0,2,1,0,193518.77,0,1.0,98.89,1.0,8-951-595-5666,Челябинск,Женский
1122,15789955,698,56,1,112414.81,2,0,0,93982.02,1,,,,8-935-723-7463,Магнитогорск,Мужской
1123,15596800,779,33,1,158456.77,1,1,1,197000.92,1,0.0,19.5,5.0,8-926-632-5199,Магнитогорск,Мужской
1124,15627305,606,35,7,0.0,1,1,0,106837.06,1,0.0,30.86,4.0,8-996-238-1423,Южноуральск,Мужской
1125,15645316,612,58,1,149641.53,1,1,1,115161.28,0,,,,8-933-391-9178,Магнитогорск,Женский
1126,15593973,663,33,8,122528.18,1,1,0,196260.3,0,,,,8-921-676-2957,Южноуральск,Женский
1127,15647301,549,45,3,143734.02,2,1,1,96404.38,0,,,,8-971-242-5398,Магнитогорск,Женский
1128,15750258,675,32,2,155663.31,1,1,0,97658.66,0,,,,8-989-626-6620,Челябинск,Женский
1129,15685309,669,35,7,0.0,1,1,1,49108.23,1,,,,8-943-351-5713,Челябинск,Женский
1130,15628205,571,34,1,101736.66,1,0,1,195651.66,0,,,,8-929-789-9950,Магнитогорск,Женский
1131,15733974,500,37,9,125822.21,1,1,0,111698.0,0,,,,8-908-665-8172,Южноуральск,Мужской
1132,15762110,628,37,0,0.0,2,1,1,171707.94,0,0.0,22.14,5.0,8-928-754-2496,Челябинск,Мужской
1133,15706899,559,34,4,0.0,2,1,1,66721.98,0,,,,8-978-326-6220,Челябинск,Мужской
1134,15732660,769,27,2,0.0,1,1,1,57876.05,0,,,,8-950-256-1220,Челябинск,Женский
1135,15656121,733,31,6,157791.06,2,0,0,177994.81,0,,,,8-918-766-4338,Магнитогорск,Мужской
1136,15614220,750,22,5,0.0,2,0,1,105125.65,0,,,,8-994-805-4615,Челябинск,Мужской
1137,15645269,583,42,4,0.0,2,1,0,17439.66,0,,,,8-962-929-6347,Челябинск,Женский
1138,15698510,468,42,9,181627.14,2,1,0,172668.39,0,,,,8-973-699-4754,Магнитогорск,Мужской
1139,15569247,727,57,1,109679.72,1,0,1,753.37,0,0.0,35.18,4.0,8-903-124-7841,Южноуральск,Женский
1140,15566251,618,37,5,96652.86,1,1,0,98686.4,1,1.0,93.44,1.0,8-964-276-8199,Челябинск,Женский
1141,15716134,617,40,5,190008.31,2,1,1,107047.92,0,0.0,14.83,6.0,8-961-303-2686,Челябинск,Мужской
1142,15763625,793,41,9,0.0,2,1,0,152153.73,0,0.0,9.92,7.0,8-954-221-8259,Южноуральск,Мужской
1143,15605965,630,43,9,0.0,2,1,1,34338.04,0,,,,8-995-305-5001,Челябинск,Мужской
1144,15694821,765,43,4,148962.77,1,0,1,173878.88,1,,,,8-944-292-6381,Магнитогорск,Мужской
1145,15601688,546,28,8,0.0,1,1,0,159254.3,0,,,,8-950-210-1540,Челябинск,Мужской
1146,15575581,614,30,3,131344.52,2,1,0,54776.64,0,,,,8-950-772-2680,Магнитогорск,Женский
1147,15671209,593,29,5,101713.84,3,1,0,134594.98,0,,,,8-936-789-8466,Магнитогорск,Женский
1148,15616529,613,34,3,0.0,1,1,1,41724.72,0,0.0,47.77,3.0,8-983-449-3100,Южноуральск,Мужской
1149,15773906,655,38,4,0.0,2,0,0,110527.71,0,,,,8-929-396-5856,Челябинск,Мужской
1150,15722993,700,27,6,137963.06,1,0,0,8996.79,0,,,,8-963-565-4713,Челябинск,Женский
1151,15752463,826,29,4,129938.07,1,0,1,190200.53,0,0.0,10.68,7.0,8-944-935-1159,Южноуральск,Женский
1152,15589754,652,45,2,151421.44,1,0,1,115333.43,0,,,,8-988-453-9330,Магнитогорск,Мужской
1153,15669899,755,45,7,135643.0,1,0,0,143619.52,1,,,,8-934-780-5582,Магнитогорск,Женский
1154,15766887,538,39,2,122773.5,2,1,1,58467.08,0,,,,8-963-336-4558,Южноуральск,Мужской
1155,15768006,729,34,3,152303.8,1,1,0,12128.69,0,,,,8-926-348-8528,Челябинск,Мужской
1156,15741295,615,49,3,0.0,2,1,1,49872.33,0,,,,8-917-622-8999,Челябинск,Мужской
1157,15811327,700,54,1,79415.67,1,0,1,139735.55,0,,,,8-937-493-1222,Южноуральск,Мужской
1158,15690007,434,58,9,125801.03,2,1,0,60891.8,1,0.0,5.24,8.0,8-981-395-8454,Магнитогорск,Женский
1159,15690664,729,37,10,0.0,2,1,0,100862.54,0,,,,8-938-291-1260,Южноуральск,Мужской
1160,15719348,513,35,8,0.0,1,1,0,76640.29,1,,,,8-958-166-2220,Челябинск,Мужской
1161,15781802,755,41,6,104817.41,1,1,0,126013.58,1,0.0,3.32,9.0,8-958-509-5790,Челябинск,Мужской
1162,15752731,615,30,9,0.0,1,1,0,87347.82,0,,,,8-908-905-3071,Челябинск,Женский
1163,15600997,747,32,5,67495.04,2,0,1,77370.37,0,,,,8-982-803-5128,Магнитогорск,Женский
1164,15750776,850,36,0,164850.55,1,1,1,62722.44,0,1.0,89.23,1.0,8-914-857-2662,Челябинск,Женский
1165,15723907,712,49,5,154776.42,2,0,0,196257.69,0,,,,8-998-447-9937,Магнитогорск,Женский
1166,15633419,622,28,1,143124.62,2,1,0,81723.8,0,0.0,4.92,8.0,8-949-707-4218,Магнитогорск,Женский
1167,15702430,548,35,10,0.0,1,1,1,31299.71,0,,,,8-978-102-8553,Челябинск,Женский
1168,15710456,607,27,2,0.0,2,1,0,63495.86,0,,,,8-996-207-1260,Челябинск,Женский
1169,15650351,653,38,8,102133.38,1,1,1,166520.95,0,,,,8-950-662-6874,Челябинск,Женский
1170,15590820,699,26,6,79932.41,1,0,0,150242.44,0,,,,8-930-492-2438,Южноуральск,Мужской
1171,15640454,693,40,0,120711.73,1,0,0,27345.18,1,0.0,10.04,7.0,8-974-969-1374,Магнитогорск,Мужской
1172,15697789,647,43,3,122717.53,2,1,1,87000.39,0,,,,8-953-475-5901,Магнитогорск,Женский
1173,15808182,478,36,3,92363.3,2,1,0,44912.7,0,0.0,8.02,8.0,8-919-332-1779,Южноуральск,Женский
1174,15588670,705,40,5,203715.16,1,1,0,179978.69,1,,,,8-966-172-5491,Южноуральск,Женский
1175,15721292,719,39,5,0.0,2,1,0,145759.7,0,,,,8-949-861-3160,Южноуральск,Мужской
1176,15604217,726,34,9,0.0,2,0,0,14121.61,0,,,,8-903-901-6049,Челябинск,Мужской
1177,15651369,626,21,1,0.0,2,1,0,66232.23,0,0.0,8.2,8.0,8-962-976-6989,Челябинск,Мужской
1178,15782454,552,49,4,0.0,1,1,1,190296.77,1,,,,8-922-688-4538,Челябинск,Мужской
1179,15814032,807,31,1,93460.47,2,0,0,172782.69,0,,,,8-906-736-3280,Магнитогорск,Женский
1180,15570326,621,34,6,0.0,2,1,1,99128.13,0,,,,8-981-123-5124,Челябинск,Мужской
1181,15624428,651,24,7,40224.7,1,1,1,178341.33,0,,,,8-958-706-4149,Магнитогорск,Женский
1182,15755638,673,43,5,168069.73,1,1,1,146992.23,1,,,,8-994-846-1200,Челябинск,Женский
1183,15600992,652,36,1,0.0,2,1,1,151314.98,0,,,,8-904-447-9869,Челябинск,Мужской
1184,15755649,584,47,7,130538.77,1,1,0,92915.84,0,,,,8-955-954-7635,Магнитогорск,Мужской
1185,15795228,756,37,3,132623.6,1,1,1,58974.0,0,,,,8-939-434-4076,Челябинск,Мужской
1186,15589257,670,35,3,103465.02,2,1,1,174627.06,0,,,,8-910-141-7208,Челябинск,Женский
1187,15719302,765,50,9,126547.8,1,1,1,79579.94,1,,,,8-913-193-8806,Челябинск,Женский
1188,15639882,528,30,2,128262.72,2,1,0,50771.16,0,,,,8-907-393-3648,Челябинск,Мужской
1189,15791279,701,40,5,169742.64,1,1,1,153537.55,1,,,,8-954-768-3086,Челябинск,Мужской
1190,15636935,797,29,1,0.0,2,1,1,132975.39,0,,,,8-936-879-3875,Челябинск,Женский
1191,15686909,639,27,3,150795.81,1,0,1,85208.93,0,1.0,69.78,2.0,8-906-676-9128,Магнитогорск,Мужской
1192,15589572,785,61,4,129855.72,2,1,0,170214.81,1,,,,8-963-782-2973,Южноуральск,Женский
1193,15779947,363,28,6,146098.44,3,1,0,100615.14,1,,,,8-937-936-8325,Южноуральск,Женский
1194,15573769,764,24,7,0.0,2,1,0,186105.98,0,,,,8-943-508-6955,Челябинск,Женский
1195,15578866,676,43,2,0.0,1,1,1,55119.53,0,,,,8-949-228-7617,Челябинск,Женский
1196,15739131,718,28,4,65643.3,1,1,0,28760.99,0,,,,8-918-185-3170,Магнитогорск,Мужской
1197,15813444,590,34,6,0.0,2,1,0,171021.44,0,0.0,40.39,3.0,8-910-891-3447,Южноуральск,Женский
1198,15678058,584,38,9,104584.16,1,1,0,176678.72,0,,,,8-920-629-3397,Челябинск,Мужской
1199,15769169,645,41,7,0.0,1,0,1,28667.56,0,0.0,4.5,8.0,8-900-553-4807,Челябинск,Мужской
1200,15804602,772,30,6,99785.28,2,0,0,197238.03,0,,,,8-940-719-2465,Магнитогорск,Мужской
1201,15651052,399,46,2,127655.22,1,1,0,139994.69,1,,,,8-936-575-6340,Магнитогорск,Мужской
1202,15724334,529,22,5,0.0,1,1,0,151169.83,0,,,,8-904-151-2899,Челябинск,Мужской
1203,15569451,463,35,2,101257.16,1,1,1,118113.64,0,,,,8-992-152-8342,Челябинск,Мужской
1204,15650098,630,40,7,0.0,2,1,1,34453.17,0,,,,8-963-336-1127,Челябинск,Женский
1205,15724307,780,76,10,121313.88,1,0,1,64872.33,0,0.0,9.47,7.0,8-974-712-6726,Челябинск,Мужской
1206,15599268,584,32,5,0.0,2,1,0,10956.82,0,,,,8-926-195-5802,Южноуральск,Мужской
1207,15594864,752,30,4,81523.38,1,1,1,36885.85,0,,,,8-979-300-6828,Магнитогорск,Мужской
1208,15616451,697,47,6,128252.66,1,1,1,168053.4,0,,,,8-940-450-2508,Челябинск,Женский
1209,15715667,850,32,7,0.0,2,0,0,155227.0,0,0.0,9.25,7.0,8-965-384-8865,Челябинск,Женский
1210,15658969,711,51,7,0.0,3,1,0,38409.79,1,,,,8-956-275-4578,Челябинск,Мужской
1211,15738174,452,32,5,0.0,2,0,1,75279.39,0,1.0,76.34,1.0,8-914-560-1123,Челябинск,Женский
1212,15813590,610,42,6,0.0,2,1,0,158302.6,1,,,,8-947-688-3921,Южноуральск,Мужской
1213,15624229,694,22,4,0.0,2,1,1,11525.72,0,,,,8-913-328-1251,Челябинск,Женский
1214,15674148,579,33,6,0.0,1,1,0,94993.04,1,,,,8-960-363-8015,Южноуральск,Мужской
1215,15625080,745,54,8,0.0,1,1,0,173912.3,1,,,,8-956-756-1585,Южноуральск,Женский
1216,15682528,572,33,5,0.0,1,0,1,41139.05,0,,,,8-999-816-1840,Челябинск,Мужской
1217,15696900,505,29,3,145541.56,2,1,1,58019.95,0,1.0,56.46,2.0,8-947-972-6356,Магнитогорск,Мужской
1218,15730038,706,23,5,0.0,1,0,0,164128.4,1,,,,8-995-125-4680,Челябинск,Женский
1219,15812272,693,44,5,124601.58,2,1,1,46998.13,1,,,,8-945-443-4423,Магнитогорск,Мужской
1220,15654654,725,33,7,115182.84,2,1,1,177279.4,0,,,,8-954-699-1569,Магнитогорск,Женский
1221,15697625,791,37,2,163789.48,2,1,0,75832.53,0,,,,8-953-658-2511,Челябинск,Мужской
1222,15616280,536,46,1,65733.41,1,1,0,61094.53,0,,,,8-920-902-7083,Челябинск,Мужской
1223,15654229,699,47,1,0.0,2,0,1,30117.44,0,,,,8-956-436-2478,Южноуральск,Мужской
1224,15628298,500,47,8,128486.11,1,1,0,179227.12,0,,,,8-904-982-4206,Южноуральск,Женский
1225,15733387,707,53,6,109663.47,1,1,1,52110.45,0,,,,8-969-601-2623,Южноуральск,Женский
1226,15775572,531,42,6,88324.31,2,1,0,75248.75,0,0.0,30.53,4.0,8-903-436-2305,Магнитогорск,Женский
1227,15613844,557,28,7,146445.23,2,1,0,184317.73,0,0.0,17.87,6.0,8-922-499-3991,Челябинск,Женский
1228,15578515,659,38,3,0.0,2,1,0,158553.1,0,,,,8-916-645-2888,Челябинск,Женский
1229,15607598,575,31,6,0.0,2,1,1,95686.42,0,,,,8-995-421-6474,Южноуральск,Женский
1230,15742480,775,36,2,109949.05,2,0,1,71682.54,0,,,,8-958-985-8612,Магнитогорск,Мужской
1231,15749482,772,30,4,78653.05,1,1,0,1790.48,0,,,,8-961-567-2222,Южноуральск,Мужской
1232,15607537,587,46,9,107850.82,1,1,0,139431.0,1,,,,8-936-642-4480,Магнитогорск,Мужской
